sqft_living,price
830,175000
660,100000
2590,890000
1600,280000
4390,1050000
3560,486000
2860,670000
1640,480000
1500,440000
3990,1500000
2610,743700
1470,449950
700,367000
3960,1185000
900,201000
2010,575000
1940,295000
1510,190000
2020,742500
4430,875000
4010,1387000
3070,600000
1460,207000
3260,650000
830,275000
2390,1200000
1130,262500
1120,399000
1410,139000
1750,575000
1040,580000
1630,468000
1380,230000
3680,675000
1250,318000
2660,332100
620,175000
2600,817000
2150,1200000
1470,525000
1380,189000
1680,629950
1000,641500
1630,490000
1790,415000
890,250000
1290,781000
2420,400000
3680,935000
3020,575000
4240,1660000
3130,302300
900,355000
2880,1538000
2390,926250
1450,300000
1070,361500
1740,616000
1210,395000
2100,245000
1060,206000
3280,706000
1660,578000
3070,341950
1150,305000
1710,575000
1180,330000
2130,445000
1050,333000
2520,598500
700,225000
2640,570000
2330,630000
2830,779000
3720,760000
1890,322968
2910,595000
1300,321000
2770,653000
2520,750000
1340,530000
1060,352750
2480,424950
2220,427000
3220,558000
1600,438200
640,340000
3610,830005
3420,548000
1840,411715
2790,865000
5860,1750000
3450,688000
2350,399950
1250,555000
2000,677000
2260,539000
1510,410000
1800,472000
2420,755000
1750,269900
2660,667400
2640,1220000
1460,544000
1570,800000
1010,315000
1200,227000
4040,765000
1820,625000
5810,1875000
3010,822600
1910,515000
1640,377000
1480,600000
2520,525300
2840,760000
840,202000
1730,470000
3140,810000
1480,175000
1920,440000
770,197000
1010,254000
1460,405000
940,416000
2840,779950
1910,200000
2430,658100
1610,397000
2780,815000
1160,345000
1850,305500
2120,340000
2620,330000
2060,269000
1060,349950
1500,431000
2380,735000
3045,414000
1700,619500
1240,675000
1410,380500
880,253000
740,157500
2030,627000
2090,469500
920,319950
1180,249500
1260,485000
3690,1125000
1700,314500
770,220000
2020,444950
2030,598000
2690,699850
1750,595000
3270,735000
2330,542500
1720,450000
2420,298500
710,403950
710,271000
1510,335000
1610,305000
1880,630000
1220,253000
2060,395000
1340,265000
1030,225000
2717,338500
1360,300000
1260,255000
2240,337000
2080,324900
2760,821000
3000,500000
3310,885000
1630,360000
900,304000
880,376000
1620,425000
1610,1180500
1730,187000
1640,710000
1840,585000
4700,1400000
4500,1980000
1780,250000
3800,950000
2980,725000
2780,505000
560,90000
2060,400000
1140,407000
1890,651000
2090,485000
3460,460000
1320,369000
1240,355000
810,155000
1880,1000000
2680,419625
2040,435000
2180,379000
1870,293000
2310,592100
1120,362000
1340,227000
1260,335500
1200,213000
2400,338000
940,163500
860,199988
2390,1185000
3130,320000
3550,450000
1470,249900
910,223000
2630,631000
1780,350000
1430,279000
2730,310000
900,185000
1740,445000
2905,365000
2230,333500
1680,385000
1240,345000
3230,1260000
2560,440000
2600,444500
1200,340000
1660,680000
1140,420000
3050,438500
800,109500
1700,461000
2630,968000
1960,355000
1180,249000
1960,256500
4250,1810000
1950,269000
3600,1350000
2060,885000
1640,455000
2730,980000
1530,412500
3060,740000
2860,1298000
1030,326000
2460,568500
2500,620000
1830,283000
2820,875000
3750,1310000
2070,289950
1780,252500
2200,376000
3240,635700
2880,710000
1570,440000
3180,439000
1310,455000
910,225000
1460,250000
3410,585000
2720,685000
2280,420000
670,245000
1480,275000
2330,270000
2170,767250
1760,229000
1240,400000
5210,2195000
2800,665000
2060,500000
2360,355500
2370,369000
720,338500
950,256000
1980,470000
2540,675000
2760,369950
2950,615000
3640,1200688
2150,950000
2760,799500
840,187000
2890,598000
2060,429950
1700,347950
3560,851000
1210,205000
1590,225000
2620,705000
3190,535000
1450,222500
1270,313500
2730,632000
1840,467000
1970,339000
3200,712000
1060,335000
1740,470000
810,367000
2460,440500
2100,305000
1530,635000
1670,1020000
1175,342000
2130,283000
2470,430000
1700,245000
2600,355500
1460,395000
2010,324900
1320,660000
3150,570000
1960,552321
2050,1100000
1800,237000
1210,402000
1830,470000
1880,395900
860,442000
2890,795000
1390,190500
3340,808000
2040,500000
3010,775000
2110,300000
2110,496000
2510,448000
2770,645000
1120,464600
1530,590000
1800,399000
1030,305000
1210,478000
1090,598800
1790,430000
1550,433000
2400,420000
2470,585000
1170,255000
1120,305000
1040,396000
2460,347500
3690,900000
1960,425000
1920,429000
1670,540000
1340,324950
2610,1049000
1540,221000
1640,405000
2100,1150000
1930,588000
1430,234950
2430,580000
2460,637000
2490,704000
880,210000
2110,772000
1850,763000
2060,213500
1360,255000
2000,423500
1810,520000
2230,550000
1820,795000
2740,495000
2710,455000
910,85000
1980,239000
1040,184900
2810,386000
2000,415000
1530,387000
5110,2140000
3133,685000
2020,340000
750,422000
1980,442000
1200,280000
3580,1150000
2010,279000
1730,569000
5960,1355000
860,209950
1370,468000
1360,237100
2530,336000
1680,500000
1580,290000
3890,1185000
1600,365000
1200,146300
1760,554000
1670,424000
4640,1348000
1800,508500
1210,244500
1280,206000
1650,643500
1590,372500
1900,630000
1500,418000
2689,425000
3250,800000
960,208000
1650,476000
1690,277500
2790,478000
2310,890000
1790,450000
1230,205000
1620,665000
2440,518000
2100,465000
3040,330000
2490,449400
2690,829000
2190,450000
1490,310000
2530,615000
2060,605000
1970,437500
1400,545000
3680,770000
3000,600000
1440,560000
7730,1920000
1170,457000
1770,585000
1860,560000
770,345000
3820,550000
3190,589950
1320,327000
1730,800000
1010,150000
1140,425000
860,350000
1540,273000
2160,750000
1450,240000
1830,400000
1630,230000
2500,372000
1470,459500
2380,582000
2170,465000
2120,386000
1530,546000
2710,278000
2860,540000
2800,529000
1120,554000
1730,210000
1010,225000
2350,561600
2860,300000
4285,1650000
4060,1017100
1310,150000
2320,400950
2210,620000
2090,449000
2240,630000
1180,336000
1560,299950
1970,352500
840,150000
840,175000
1830,305000
4475,2574000
1800,607500
1250,505000
2440,280500
2910,610000
3060,381000
2230,482000
1270,379950
4300,2500000
1580,425000
2570,580000
860,605000
820,194000
2090,546200
3560,1395000
1860,315000
900,465000
1160,330000
3100,795000
2300,265000
3110,1300000
1130,126500
2920,760000
1230,540000
2190,446000
850,170000
1500,379000
4620,1400000
3150,800000
1300,260000
3160,820000
2070,449950
1790,392000
1650,465000
2070,449950
1580,520000
2170,546800
2220,825000
1440,337000
720,333000
1120,380000
1970,280000
1420,202000
2250,585000
2630,435000
4740,1200000
1280,364000
1260,300000
1930,558000
1048,199950
1640,515000
2380,590000
2530,813500
2700,725000
2330,490000
2160,277000
1470,325000
2280,649800
1280,425000
850,460000
4610,750000
2690,469000
2440,566000
1930,407500
800,353500
2430,524000
1990,264950
2550,547500
1370,264500
2020,507500
1560,560000
5610,995000
3560,835000
2120,440000
2920,1015000
1340,300000
1230,125000
2840,986000
2080,315000
2070,320000
4010,972000
2190,760000
1730,265000
1250,355000
1300,300000
2080,474950
2180,470000
1630,437500
1840,520000
1370,237600
950,162950
1690,457000
1780,635000
2840,735000
2000,910000
1570,346500
2370,655000
1610,425000
1300,137000
2620,557500
3060,415000
2780,830000
4270,949000
1310,420000
1100,353000
1480,560000
1270,445700
1270,226000
890,358000
1480,501000
3240,609000
4280,734950
3210,725000
1870,350500
3990,610000
1160,605125
2940,1388000
1850,550000
1060,335000
1100,397000
1190,240000
1030,240000
1140,262500
2260,440000
1140,160000
1860,427000
4080,920000
3280,2300000
2870,480000
2300,615000
2230,736500
1920,542500
700,191000
2740,730000
3440,1225000
650,129000
1500,284000
2490,645000
1330,218000
3190,675000
1590,575000
830,225000
1810,626000
2910,499950
2180,405000
1090,152500
2160,325000
2110,475300
2180,485000
2100,720000
1410,465000
1020,489000
5090,3100000
2090,288000
1350,225000
2650,499000
3520,632000
2040,580000
2340,730000
1770,325000
1100,421000
1490,316000
1460,415000
1350,401000
1030,229950
1820,539950
1170,335000
1450,339000
2200,414950
1610,650000
2690,445000
1850,295000
2250,975000
1580,296500
2030,440000
1890,420000
2140,302000
1770,350000
3320,667000
1640,645000
1820,430000
1410,413000
1240,420000
1780,495000
4240,2187730
3570,965000
1900,500000
1010,636100
2870,720000
1620,298000
1480,409000
2650,370000
1410,230000
1360,290000
2930,420000
3500,917000
3160,957000
1710,482000
2180,488000
2870,760369
1500,170000
2120,625000
1590,357000
1830,583000
1210,173250
1590,414050
1050,400000
1550,537000
2070,465000
1740,425000
1700,445000
1200,179950
1710,275000
1840,190000
1900,385000
2300,303000
970,165000
1270,600000
3130,710000
4230,875000
1480,269950
3310,838000
1590,670500
1690,420000
1690,370000
1500,360000
2320,562500
3300,360500
1445,389999
1890,450000
1760,247500
1050,208000
1980,455000
2120,379400
760,190000
1300,326188
1160,168000
2340,314000
2710,630000
1440,550000
1980,530000
1680,637500
1390,400000
3100,700000
1680,272000
2710,600000
840,450600
2090,550000
1120,225000
1210,132825
1210,219950
1940,580000
1930,568000
1270,406000
1680,469000
2090,415000
1000,390000
1350,251000
3280,750000
2390,845000
1860,350000
1380,322000
3070,664500
2190,988000
1990,625000
930,675000
2070,503000
2170,431000
1910,250000
2100,268500
3560,1070000
2290,295000
2130,780000
2160,354000
860,305000
2880,733000
2100,640000
2360,840000
3680,1475000
1560,525000
1680,625000
1380,350000
2610,650000
870,435000
1210,660000
1150,350000
3110,435000
2550,375900
2430,272000
1460,233000
1330,500000
2040,540000
2375,712000
2480,425000
1580,242000
2740,515000
1920,415000
2200,375000
910,182500
1860,310000
1510,360000
3920,889000
1330,450500
1964,342000
1520,413000
3720,960000
770,180000
3210,770000
1070,224400
1430,280000
1670,500000
710,153000
1920,385000
750,325000
2210,315000
1660,294999
1910,175000
1910,299000
780,146000
1650,290000
3230,1776000
810,367500
2750,535000
1650,334999
1960,655000
2790,1298000
2230,480000
1280,465000
1240,297950
1860,590000
2410,805000
1960,204250
1710,500000
3480,490000
3480,2500000
2960,750000
2670,405000
700,209995
2830,680000
1120,355000
1310,280000
1710,385000
2200,505000
3310,429900
2280,560000
1640,231000
750,135000
3520,800000
2720,420000
1660,360000
2560,642000
1080,379950
2050,745000
2670,630000
1730,250000
990,275000
3560,435000
700,175000
1880,560000
1870,325000
2500,1185001
2570,399950
2940,752000
3930,1200000
2150,400000
1330,240000
3220,640000
2710,564450
1630,300000
1680,286000
1930,531800
2140,502000
4070,993500
1350,450000
4270,997950
1320,526000
2100,335000
710,187250
2350,735000
1180,425000
1250,110000
1490,305000
1000,212000
4050,1380000
2300,298950
1330,525000
3200,707000
2590,695000
2590,796500
2030,420000
2700,625000
1670,620000
3090,1450000
2650,549950
1440,275000
2820,705000
1690,197000
1420,265000
1790,297000
1320,207500
1509,410000
1610,268000
1550,330000
1160,417500
2500,760000
1540,499000
1910,620000
2340,315000
2060,624950
1960,525000
1150,300000
2330,299900
2210,299000
3260,1880000
1900,265000
1610,280000
1340,124740
3170,1085000
4440,1970000
1370,219000
1420,569950
1030,212500
1820,680000
2650,1457000
910,300000
1680,629950
1550,349900
2780,690000
4070,1454000
3240,1288000
3650,696000
2180,650000
2480,640000
3180,499950
3630,490000
3160,685000
1370,387500
1070,401750
2180,254950
2420,500000
3290,856500
1430,552000
1890,506500
1760,500000
2230,280000
1630,308000
2350,613500
1550,255000
3550,545000
2720,620000
1740,450000
1840,279000
2010,625000
1670,274950
1820,423000
720,350000
2370,305000
2120,368000
1290,232000
1800,250000
1230,220000
1380,435000
740,350000
1720,206325
1720,339000
2100,399000
1210,529000
2210,640000
2470,735000
2760,378000
2540,775000
5150,2250000
3420,1350000
2270,380000
2270,624900
1470,379770
1280,340000
2830,515500
1970,600000
1390,400000
1020,364000
2250,440000
800,285000
1560,669000
2100,475000
990,747000
1060,317000
1270,390000
2740,1070000
2470,1205000
1970,580000
2070,518000
1010,147500
2220,555000
1090,427500
4310,1735000
1490,265950
700,247500
1450,244000
2120,578550
1670,451000
1810,489000
710,190000
2540,475000
1420,485000
2440,530000
2570,379000
3090,1629000
2050,739000
920,189950
2320,637500
3450,2225000
1660,209950
1130,460000
2550,543500
2420,376000
1470,430000
2030,515000
2310,580000
3370,600000
1900,476800
1940,815000
2420,455600
1010,270000
2710,1200000
1340,525000
1310,242000
2650,715000
1890,475000
2580,370000
3500,788600
1040,160000
1930,800000
2190,520000
1530,725000
1480,335000
3620,919000
3370,425000
2100,420000
3370,905000
2240,435000
1650,438000
2630,725000
2330,840000
1970,425500
2820,853505
590,398000
2060,418500
1890,826000
2810,742000
1470,180000
2190,286000
1440,421200
2480,390000
2780,739000
2180,499900
3340,670000
2560,842500
1600,492500
2230,836500
900,334000
1010,179900
1580,563000
1890,310000
2160,335000
2160,499950
1410,658500
1430,297000
2380,725000
2206,780000
1030,252500
1070,330000
2320,525000
1270,365000
2570,500000
920,179950
1790,440000
480,145000
2483,331000
2140,780000
1900,855000
1650,225000
1510,199000
2910,550000
4960,1425000
2710,805000
1810,261000
940,347000
1600,390000
2640,436000
3890,1802750
1630,557000
830,135000
1800,425000
2060,648752
4040,1388000
1910,630100
2800,739000
1320,269000
1220,250000
3100,475000
550,290000
1080,219000
880,416000
720,179000
2030,302000
2040,565000
1570,281700
1500,480000
3180,775000
1260,375000
1390,345000
2850,300000
2070,364950
2650,410000
1220,231000
1630,445000
1785,530000
1260,353500
1380,209950
2330,650000
840,325000
1730,257000
2230,337000
1790,541000
2280,577500
2430,560000
3730,979700
2230,750000
770,407500
1814,530000
1920,235000
1860,715000
2750,795000
1930,465000
1950,287600
2470,630000
1630,445000
2110,490000
1490,565000
1740,330000
1900,463000
4510,1870000
1090,219500
1720,622200
1400,474800
2090,465000
1580,389950
2620,650000
1500,395000
2030,304500
1020,307000
1540,485000
3910,1562000
3920,650500
3180,960000
2330,710000
2600,540000
1950,601000
3250,463828
1130,293000
2620,597500
1120,240000
1800,284000
2180,440000
1960,340000
1960,363000
1150,270000
2800,365000
1310,428000
2340,600000
1430,405000
2340,339900
1290,275000
760,361600
2780,325000
2090,1050000
3060,959750
1110,210000
1790,258000
1830,468000
2850,710000
1420,268000
790,115000
2300,500000
2440,431000
1310,241500
1380,300000
2790,982000
1360,248500
2510,665000
4560,1215000
780,380000
1410,220000
2530,631500
1270,386100
3180,1050000
1450,650000
2040,545000
2650,870000
1240,380000
820,265000
1890,645500
1270,570000
3350,1200000
1550,605000
920,199500
950,445000
2040,495000
1870,594000
1720,465000
1020,160000
2690,340000
3090,870000
1070,249000
2050,500000
1660,220000
2810,368500
2460,439950
1230,179900
2360,490000
1730,425000
2770,533300
1770,447500
3030,768000
2380,285000
1780,336900
1540,415000
1580,500000
3200,337000
2220,419950
2240,290000
1640,349950
1170,330000
3160,965000
2100,515000
2600,665000
1630,265000
2850,545400
2560,350000
980,260000
5480,2510000
2160,355000
3030,879000
3560,833000
760,261590
2260,512500
1560,600000
2270,417500
3480,970000
1900,316000
2350,397500
2390,1350000
3730,840000
1780,270000
1630,312900
1130,325000
2140,680000
3220,763000
800,375000
1800,475000
809,219000
1820,415000
580,90000
580,220000
2900,616000
1140,269500
1060,395350
2320,770000
3450,840000
1760,428950
3370,800000
1940,401000
2520,303697
1360,355000
800,350000
3010,754999
2340,982218
1780,406500
4200,1650000
1720,565000
830,160000
1090,220000
5040,1284000
3500,970000
1080,115000
1080,124000
1080,157000
870,183000
2830,527000
1880,407193
3600,970000
2340,535000
2040,245000
1310,337000
1470,630000
1370,320000
1080,228500
1990,293000
1310,447000
1640,226500
1770,436000
2050,451000
1170,315000
1340,450000
2240,635000
880,292500
2170,329900
1260,531000
1880,725000
1620,355300
1610,280000
3330,1095000
1370,605004
690,260000
3170,748000
1990,776000
1080,425000
1870,230000
1670,418000
2800,440000
3460,858450
1930,390000
2370,957000
1180,507000
1320,575000
1350,700000
1068,239950
1580,253000
1690,540000
5120,1550000
3960,805000
2420,920000
1910,496600
1440,246000
2320,350000
1670,585000
1390,450000
2620,746000
3040,598555
2990,820000
1740,266500
2360,370000
2240,625000
1610,243500
700,340000
2730,559950
1780,315000
3070,753000
2060,800000
1360,550000
1430,465000
1840,465000
2000,710000
1820,505000
2330,690000
1070,217500
930,500000
1040,325000
1960,500000
2970,721500
2200,924000
3810,2005000
830,345000
3920,825000
2870,560000
2560,599000
1350,211000
1240,425000
3210,750000
1690,479000
2550,612500
3240,605000
3560,1364000
2160,389900
3060,710000
1690,295000
1520,275250
2040,250000
2360,709000
1360,399500
2000,225000
1650,500000
2500,364900
1140,356000
2140,616750
2870,755000
830,327500
1960,605000
1130,179950
3630,633000
1764,349950
2770,1080000
2650,425000
2500,990000
2710,410000
2490,590000
1500,242000
1160,775000
1880,680000
1340,217000
1960,395000
2030,572500
2200,559900
2540,845000
1520,241000
2360,1325000
1340,475000
1400,575000
3030,455000
3200,839000
1580,475000
2120,600000
1640,515000
1890,425000
1710,565000
1140,498000
2720,739000
1650,355000
1790,263000
1680,375000
2200,322000
830,325000
770,290000
3280,809950
2080,969500
2790,665000
4150,635000
1780,272450
1460,427000
1410,261500
2170,488800
690,340000
3000,398950
870,217000
3170,799000
1540,160000
1270,447000
2190,765000
4410,1320000
2790,445000
1510,310000
1800,380000
2410,325000
2250,345000
950,300000
2860,530000
2860,583500
1560,410000
1940,535000
3580,2050000
2040,345000
1700,539000
3700,590000
1050,187000
1690,270000
1120,546000
1490,520000
2220,515000
2160,990000
870,382000
1900,1210000
3370,900000
3370,675000
880,460000
940,234000
1340,399000
1440,253500
1750,475000
3990,740000
2860,799000
1940,390000
1400,421000
1770,296500
1710,895000
2810,386000
1580,424000
1580,749000
1440,523000
2420,389000
1930,270000
1190,275000
2240,287500
2550,345000
920,427000
1520,508450
1460,705000
1900,550000
1430,380000
2500,539900
720,330000
1140,455000
3530,510000
1220,315000
1320,206000
2170,592500
2020,744000
1990,334500
2660,886000
2360,600000
2740,850000
1360,550000
1230,184900
1260,245000
1040,370000
2700,480000
1800,579000
1590,339275
1360,425000
1370,170000
3320,950000
2980,623000
1350,477000
1160,330000
1480,600000
1640,570000
2680,515000
2440,805000
2920,555000
1780,245000
2170,638150
5550,1650000
2060,269950
1050,195000
790,159100
1010,550000
1040,299000
3130,1375000
900,249500
1470,700000
1080,275000
2440,565000
2520,425000
1760,620047
1820,480000
1820,515000
3040,420000
3490,610000
2440,849000
2280,718000
1980,295000
2360,871000
3890,430000
2300,440000
910,405000
1140,340000
2390,675000
1150,480000
2330,362500
2420,752888
960,255000
1010,283700
2370,335000
2880,285000
2400,278000
3670,731000
1140,335000
1410,334200
1530,642000
1720,540000
1620,299000
1570,560000
1990,852000
930,306000
1550,440000
1650,517000
800,379000
930,360000
2550,645000
720,217000
620,255000
2360,625000
1760,680000
2100,440000
2480,615000
1040,239000
1656,462500
2090,619400
2520,975000
700,330000
4030,985000
760,430000
6500,2458000
1840,778000
1090,219000
2980,1595000
1900,715000
2790,950000
1280,425000
1510,239000
920,310000
700,400000
1980,428000
1440,600000
2740,415000
1400,401000
2270,292000
1310,291750
1680,227000
2260,675000
1350,397500
1820,206000
3380,1190000
2140,360000
2430,427500
940,115000
2070,559000
1510,420000
2550,550000
700,282150
1150,260000
2340,428000
1510,319950
2070,1350000
1150,552000
2190,637000
1980,213000
960,215000
2180,590000
2560,390000
2270,287000
3550,580000
1330,424000
2110,610000
3470,1320000
1550,623500
570,260000
2030,906000
1500,330000
920,275000
1470,290000
1150,599950
4180,550000
1690,289000
2150,411000
2330,826000
2680,400000
1740,342000
1320,475000
3150,1205000
2480,455000
3330,850000
1010,185000
4920,850000
1570,239900
3580,765000
2220,437000
1010,240000
1440,395000
1230,320000
1710,525000
2390,260000
2840,450000
2300,560000
2270,310000
2290,440000
1330,458450
1200,200000
2160,430000
1120,360000
2090,311000
1470,615000
2270,575000
4100,2027000
1440,430000
1200,400000
1720,340000
930,351000
2400,440000
1960,298000
1890,300000
1590,310000
2590,500000
860,399900
1270,343000
1130,415000
1860,410000
1802,320000
4480,1990000
1310,253000
2320,630000
1130,216000
2180,540000
1830,212000
2340,300000
2830,969950
1610,715000
2410,1321625
2660,1444000
1030,305000
1390,458000
1580,275000
2330,550000
1540,742000
1570,700000
2940,640000
1240,352000
1410,301500
2190,630000
3040,340000
1860,477500
1690,285000
1900,255000
1600,315000
2530,830000
1860,539950
2390,980000
3100,735000
2650,536000
1520,575000
1510,500000
1960,285500
2270,498000
910,412000
2100,607000
1000,199000
2760,492500
2840,585000
1860,326995
1920,372500
840,528000
2390,400000
2100,344000
2430,409950
1880,625000
1350,304950
2160,381500
1430,215000
2840,345000
2510,363000
1690,240000
1930,548050
720,314000
2990,800000
2300,400000
460,247000
1240,540000
1900,410000
2120,525000
2440,820000
3300,1250000
1180,244000
520,275000
2070,577000
2250,446950
2050,457000
1310,320000
1250,210000
2130,220000
2250,589000
1880,435000
1520,375000
4010,1735000
1660,545000
3400,970000
2320,705000
3740,915557
1810,259000
3170,1695000
1680,427000
930,390000
2390,363000
2680,612000
1790,380000
1680,230000
1570,580000
2230,770000
1260,207200
1790,525000
2440,925000
2410,883000
1780,455000
1900,343500
960,244000
1640,397000
850,180500
2150,310000
2780,315000
1030,718000
1930,279950
2080,689000
3520,828000
890,150000
1640,505400
4860,1680000
1040,217450
2820,677000
1320,361000
2590,620000
1540,176000
960,330000
1190,290000
2770,711000
1060,295000
4010,1096500
1140,257500
1910,240000
2340,645000
1170,499000
1290,321000
1810,449000
1820,515000
2220,456000
3830,865000
2920,515500
2630,576925
1320,243000
1400,253400
1600,292000
1490,271500
2170,765000
1280,375000
1620,382880
2630,852500
1240,475000
1300,462000
2430,762400
1890,330000
1890,473000
2440,550000
1780,449500
2830,744000
2490,700000
1560,511100
1980,317950
2070,542950
1490,490000
3090,760000
1580,475000
5190,1702500
2692,435000
1740,399000
1940,627000
2150,346500
1320,412000
3360,845000
1850,373000
2880,725000
2420,376000
2020,552500
2280,365000
3010,700000
2550,315000
1540,262500
2280,660000
2450,340000
2950,660500
690,280000
800,267000
1470,230000
1840,417000
1170,252000
2344,791000
1230,415000
1150,339000
1140,158000
1660,535000
1080,818900
1720,550000
590,240000
1290,590000
1480,369300
2600,510000
2040,542500
970,262500
2620,900000
4560,1100000
1750,368000
3620,825000
1660,343500
1360,273500
2044,1000000
2370,770000
1170,400000
1660,225000
2020,345000
2530,450000
870,334850
3670,605000
3180,760000
1870,390000
1940,488000
4220,3300000
4820,1063000
2400,608000
2930,1385000
800,299950
2200,818000
2400,355000
5570,1855000
1980,660000
3530,2367000
3430,1211000
1720,255950
1930,475000
2140,362950
1110,452000
1970,315000
1630,330950
2520,535000
2270,479000
1212,340000
1890,312000
1370,305000
1770,270000
1710,529999
1190,587100
1690,459800
1680,451000
4340,2475000
2040,525000
1110,250000
2040,475000
1920,235000
1330,230000
1630,581000
1520,415000
1520,522500
1340,383000
2500,315000
1460,591000
3140,750000
2150,430000
3140,712000
2310,510000
710,480000
1460,538000
730,464000
1440,476000
1130,349500
1810,270000
2710,740000
2740,395000
1690,498000
1470,339900
2830,539000
1410,400000
2170,225000
1340,330000
2480,1387800
1990,490000
2240,260000
2990,469900
2120,493000
2920,740000
1700,148900
1620,475000
760,415000
1230,229500
4960,1355000
2030,385000
1830,230000
970,425000
1000,189900
750,238000
2620,968060
2220,921000
3000,380000
1060,285000
1980,449000
1600,625000
2000,318989
1310,445000
1120,750000
3320,959000
2370,330000
830,425000
940,280000
2250,476500
2020,556000
5240,1862000
4083,637000
1450,405000
1170,397000
3555,895990
1610,259000
960,420000
1680,518000
1380,425000
1040,182500
1380,549900
1850,445000
1740,452000
1920,715000
2010,559000
8020,3300000
1860,250000
4390,1230000
2380,276500
2880,440000
2820,543200
750,250000
1750,625000
1540,530100
1140,549900
1560,430000
2960,835000
2140,409500
1600,329000
2080,940000
1560,539950
2880,579950
2510,881000
960,362500
1120,243950
3310,658000
1080,218250
2860,655000
1490,255000
1210,215000
2240,1265000
4575,2920000
1600,424305
2090,494000
2260,560000
1200,130000
2480,468000
2240,480000
1550,475000
2130,285000
2870,765000
1160,208000
2430,372000
900,470000
2830,451000
1620,442200
2510,330000
1790,335000
1640,280000
2240,625000
1870,345000
1500,255950
1490,570000
2230,685000
1710,273148
1620,246500
2250,349950
1700,545000
1502,403000
1900,299950
3320,792000
1980,418000
1670,332500
2235,337000
1070,212000
1800,542000
2980,622500
1670,260000
2620,525000
5470,975000
3080,1140000
940,500000
1870,554000
2070,343000
950,515000
1290,492000
2570,655000
1600,290000
2550,952500
1010,235000
1720,323000
2200,1050000
384,265000
1400,200000
1830,419995
3110,1500000
1600,455000
3600,660000
1390,319000
2092,390000
1200,718500
1090,474000
2140,615750
2010,551000
1500,230000
3500,790000
2660,1230000
1440,325000
2780,705000
1580,259000
1250,306000
970,315000
1100,392500
3240,1065000
1290,350500
3810,825000
1500,235000
2660,650000
2400,675000
1860,265000
1450,822500
2260,705000
5540,2630000
1300,685000
1610,630000
3820,1250000
1820,359000
5820,784500
2470,850000
3040,410000
1120,252000
1880,618000
1070,265000
1560,465000
870,240000
1000,217000
2520,415000
1700,274000
2150,420000
1590,1062500
4670,1415000
1800,618500
1670,295000
1010,400000
2550,595000
3700,1728000
1350,261000
1660,780000
1390,589000
1720,230000
2980,690000
2190,524000
1230,380000
1000,357500
2500,330000
2240,635000
2820,934000
1400,358500
1470,401000
1820,270000
2060,705000
1670,325000
1540,384950
1210,310000
3430,829950
2550,353000
1060,170500
3670,885250
4420,2700000
1550,245000
1190,469000
1300,455000
2430,305000
4290,840000
3500,905000
1680,219200
1250,455000
1020,195000
1510,799000
910,285000
1320,300000
900,83000
890,220000
1240,174500
2960,695000
1020,255000
2590,539000
1100,552700
1300,571500
1200,263700
7710,3300000
1390,186950
1430,520000
1250,358000
840,210000
5020,3650000
2060,543000
2000,330000
1530,529000
700,295000
950,365000
1380,473000
1830,403500
1790,544000
1340,621000
1520,672600
1370,689800
1470,613000
2500,808000
1060,301000
1210,340000
920,206000
1340,550000
960,325000
1630,475000
1840,432100
3085,359000
920,490000
2260,648360
1730,340000
1610,545000
550,115000
2400,705640
1960,300000
3190,1650000
3160,1137500
1550,280000
1930,245000
1170,564000
2520,849000
1220,698000
960,319000
4110,1450000
3310,695000
2220,680000
2250,287500
1510,465000
1350,335000
2420,602000
2950,482000
1260,220000
1700,206000
3320,1100000
1470,491150
2500,390000
2641,393000
2260,635000
1160,490000
3680,770000
1615,665000
1250,287000
1230,410000
2510,562000
1540,475000
1860,387500
2700,580000
3290,930000
2700,625000
1570,325000
1950,235000
1380,450000
2410,745000
1200,223000
1770,630000
1540,413450
2860,720000
1740,339000
2830,1115500
4280,839000
3890,2950000
2340,568000
1410,269000
1350,382000
1100,574000
2070,405000
2360,572000
2760,675000
1220,165000
1220,260000
1220,196000
3020,515000
3470,810000
2380,365650
2260,651000
720,240000
1730,299000
2660,768000
1030,397380
2890,476000
890,315000
1410,240000
810,325000
1370,160000
2260,435000
1430,427500
2510,450000
1760,688000
1430,285000
1510,530000
1320,195000
1180,250200
1560,1100000
2470,732500
2190,194250
1610,526000
2700,520000
1530,526000
7320,1135250
920,202000
2990,645500
720,570000
1750,325000
2410,725000
1240,192000
1010,560000
2770,283450
2800,863000
1400,815000
1020,245000
2860,1315000
4270,1156000
2270,480000
2560,600000
900,329950
2010,299500
1690,460000
2310,515000
1520,405000
1220,483000
2170,377000
2790,568000
1760,355000
2100,640000
1430,270000
2450,559950
1820,515000
1850,352000
1870,595888
2580,588000
3680,1050000
1750,260000
3890,1600000
1000,380000
2210,802000
2850,1325000
2460,710000
2630,600000
1750,707900
1100,179950
2620,683000
1200,222400
1920,517000
1690,410000
1680,480000
3440,430000
2190,439950
3270,797500
1280,379000
1310,575000
1660,247500
2700,385000
1940,423000
1520,550000
1620,415000
2090,693000
1070,543000
2000,465000
1020,280000
2400,1388000
2480,665000
1310,237950
2420,440000
1890,618000
1860,572000
2500,725000
1970,454000
1660,535000
1850,249000
1970,395000
1890,690000
1310,526500
1870,325000
1520,495000
3070,825000
1400,383000
1960,320000
2680,475000
2030,275000
2320,1150000
1760,455000
